sample_id,clim_precip,clim_temp,soil_texture,topo_elevation,topo_slope
0,0.0309575834677186,291.4755000691229,4,124,3.9116662
1,0.0628907014595314,289.3475964287945,1,3,0.92740995
2,0.023343308701415,290.0682728718665,5,587,1.1352006
3,0.0323132456100356,289.127356427676,6,428,14.414298
4,0.0370413334810719,291.5411749066002,7,69,1.477417
5,0.0461697757627772,291.1350789667093,7,96,2.9580388
6,0.0392774775453689,291.57011222696747,7,78,0.0
7,0.0256080119058804,291.02608835647845,7,90,0.0
8,0.0384310338639233,291.56640077939926,7,72,3.571936
9,0.0293907177420284,289.5610077714135,9,606,23.371807
10,0.0424091946907584,289.4157990292391,7,101,2.4778547
11,0.027618153500692,290.5866877573331,7,126,2.4657125
12,0.0219785782083099,290.48181336526073,7,114,1.8543341
13,0.0618597507871813,288.447978383757,4,27,0.92740995
14,0.0766982854638681,289.3194995003046,4,23,1.5141459
15,0.0182732864158013,291.5582470748608,4,82,1.1376429
16,0.0609132417382509,289.63632512215725,4,0,2.5510519
17,0.030429317970898,290.1662993722928,7,136,3.0057585
18,0.0221512016273895,290.4535681550764,7,696,3.8664715
19,0.06204694799268,288.42002534559464,4,29,1.1996435
20,0.0664547352648954,289.66154401090364,4,13,4.0199676
21,0.0250573048586791,290.53688456731675,7,198,1.4705638
22,0.0273973724569789,290.4587620226449,6,597,26.721258
23,0.0700199658230783,289.39735334464206,4,20,2.3836305
24,0.0217356713633277,290.55557645361995,7,124,2.1728547
25,0.0627872554986157,288.5250010125833,2,17,0.92740995
26,0.042508090470915,291.5361665475712,7,87,2.3044496
27,0.0336416984548612,289.6844821270446,7,144,1.8543341
28,0.0227319874938126,291.52530521833035,7,69,1.1415521
29,0.0434030263596344,289.17910995856994,7,101,1.8543341
30,0.0245150815500196,289.72028459436854,7,611,2.174075
31,0.0233471102984512,291.4125246318713,7,84,1.4707857
32,0.0231969351369832,290.1325963982032,7,711,5.0289383
33,0.027849493473112,290.4170921145161,7,158,0.92740995
34,0.0219034303770155,291.13857466879995,7,141,1.1404343
35,0.0663505607886518,288.43977644077,4,35,1.8543341
36,0.0391840699104621,290.8565950225604,7,83,2.1813
37,0.0681285427650114,288.46790658436845,4,31,2.5757713
38,0.0220303316567937,291.1586727228756,7,132,1.8543341
39,0.0213883076348976,290.6687289999782,7,313,4.547507
40,0.0644493028052028,288.75312206946444,4,12,1.8543341
41,0.0317832330618173,291.7514848209658,4,83,1.1517397
42,0.0182807852922363,291.6216238372866,7,105,2.458947
43,0.052440455918041,289.6760461752764,4,3,1.5043998
