sample_id,lat,lon,split
0,35.70884616994587,-91.03797991826438,test
1,34.53607453913218,-91.0851483254709,test
2,36.00509271968984,-93.61260569551588,test
3,35.440788101707774,-94.43782268601386,test
4,33.32962071760677,-93.11011637661888,train
5,36.41467823072865,-93.83903256485102,test
6,35.663988956966236,-92.65293125829801,test
7,35.75122506846934,-89.75264978781156,test
8,33.44839771436441,-93.72007528660106,train
9,34.576350782634485,-93.03519650118785,test
10,34.29779308481403,-91.01618184789173,test
11,36.243677460970105,-92.08936156917625,test
12,35.25352792028232,-94.40167712644028,test
13,35.879665646447904,-93.81640060973824,test
14,34.55194969589566,-89.97180971277722,test
15,33.79533552624672,-94.10726998608703,train
16,34.94104675455542,-91.46358884756776,test
17,33.22336039636461,-90.68214152526068,train
18,35.89670910197404,-93.30076785825713,test
19,35.21082539692723,-91.01636232440072,test
20,35.65330709029881,-93.77562096022001,test
21,34.24084088845454,-93.20479113407606,test
22,36.397443085382164,-93.07024450650549,test
23,36.12592392462769,-89.66771809689581,test
24,35.724342239758165,-93.55357569276676,test
25,33.681235477481884,-93.97783890077109,train
26,34.63352351304462,-90.01931355571739,test
27,33.1533131802553,-93.81520445171284,train
28,33.54001322223642,-90.24997879944186,test
29,35.39067133634859,-91.38723056059595,test
30,35.60666754567736,-91.75299835458952,test
31,36.38628406351974,-90.88584660361352,test
32,34.140388753483535,-91.0117851829742,test
33,34.29660897112204,-94.07068483859099,test
34,34.64344533946533,-89.65265343127876,test
35,33.663149756795,-89.93880805954983,test
36,33.45472526867415,-90.16393794457628,test
37,34.66496724179077,-91.52722300430625,test
38,33.7941827216781,-92.0217270832784,test
39,35.344348981388784,-91.95469543810812,test
40,34.53003171605316,-94.54576338718569,test
41,35.91437368620243,-92.13763657533116,test
42,35.45092785700787,-91.5198652487302,test
43,34.093283244837146,-91.3462301423885,train
44,35.9129093048832,-92.96926685869498,test
45,35.816675251238806,-92.27772671904107,test
46,34.35617432660561,-91.45753628488701,test
47,34.009148363755855,-92.49132161393236,test
48,35.38873426391241,-89.83818806105188,test
49,33.489133692632585,-91.11395271403556,train
50,33.69967870866288,-94.61366948113307,train
51,33.02576794412852,-94.50430097703321,train
52,35.75423532125748,-91.18920798876218,test
53,35.32697799807211,-92.56915386519886,test
54,35.46807882519217,-90.44782938241504,test
55,35.732551608576884,-93.76011341485328,test
56,34.60620521438419,-94.55128023716011,test
57,34.99059418583513,-92.69123071993485,test
58,33.489289493446805,-90.96176140159199,test
59,33.40085525737591,-89.7905131651135,test
60,35.33941036626665,-90.22824021962526,test
61,34.64883672150096,-92.21414917867243,test
62,34.97832637268416,-90.58029810251406,test
63,35.67749600095609,-94.27045762439796,test
64,35.22151412000207,-91.77580643250313,test
65,34.93752790230299,-90.02623688731809,test
66,34.95722506260895,-92.64996581697103,test
67,34.06382534321914,-89.84829987057432,test
68,33.107862420987786,-93.52319506925635,train
69,34.52851086231327,-94.09499996661904,test
70,33.75104635486835,-92.01193118967394,test
71,34.42985025303623,-90.11098304625332,test
72,35.98691075643858,-93.07294228283862,test
73,33.818788200528694,-90.64320321258721,test
74,33.20405959591173,-93.779089588575,train
75,33.98484362207699,-90.91451513187533,test
76,34.027578152183395,-91.85157610130447,test
77,35.31670780154413,-93.75016563228998,test
78,34.949612533194475,-91.05110637029509,test
79,35.743643731872446,-91.07263211612157,test
80,35.32509739114586,-92.05828691115711,test
81,34.42235401504025,-93.49942584091592,test
82,35.84907134633112,-93.96249935554238,test
83,33.58440521967697,-89.86244240915485,train
84,33.07949225596851,-91.360611684852,train
85,33.315167512714744,-90.59806982664028,test
86,35.52825772708758,-91.1560564706203,test
87,34.616570305879854,-90.49751588399432,test
88,33.56445122661761,-93.81242062584785,train
89,34.75365671286177,-92.15015738400119,test
90,33.53309235949609,-91.3043898906036,test
91,35.43712131277208,-94.10615219752077,test
92,34.561546964509105,-93.87471396183781,test
93,34.33357429133769,-91.4691065065728,test
94,34.05529231201757,-90.30253215285852,test
95,35.20598907591611,-91.33773159066027,test
96,34.266344136936866,-94.44006207712332,test
97,33.30677471760635,-89.7969484020611,test
98,33.413020657421804,-93.92665070249596,train
99,36.3666418259233,-93.46416569924413,test
100,36.180032417476625,-89.77441260893353,test
101,35.44897496833762,-90.78796600663273,test
102,33.93054486510832,-89.96521389851883,test
103,36.392117320717034,-90.6111001267441,test
104,35.72562816388028,-91.3808796592341,test
105,35.50911566205649,-93.20577159565086,test
106,34.572765257503264,-92.99539923475336,test
107,33.95284546645806,-89.91206276696948,test
108,33.337368367537245,-90.34269068770645,test
109,36.159108387903444,-92.83333247124165,test
110,34.59521701441764,-92.7648609344251,test
111,33.708271776783306,-93.14045888032886,train
112,34.070848184527286,-92.99913319115373,train
113,35.02726849129664,-90.34248269254473,test
114,33.61870474028731,-94.56778092274847,train
115,35.99814999432331,-92.45281847308567,test
116,35.654818354423234,-89.9340867977163,test
117,35.51812034582828,-91.92309731474144,test
118,34.51232563921286,-92.3812844229848,test
119,35.19558094245855,-93.06752207064305,test
120,35.044342891194574,-94.25265422958634,test
121,35.27446310544187,-93.50430220420327,train
122,33.295555123989615,-94.17042170261375,train
123,34.455325907597135,-93.99030383431433,test
124,33.14564960851662,-93.80732277569244,train
125,34.72896786735581,-93.11891372254114,test
126,34.15451424316475,-94.5652471004222,test
127,33.505834661031166,-89.89778488860156,test
128,33.36191038702893,-94.00461910939543,train
129,35.056756002621995,-92.71575010437286,test
130,33.5970753898791,-90.24874802821755,test
131,36.23792041431879,-94.09035718815191,test
132,35.033713988951384,-92.21648686878203,test
133,34.21404431587193,-90.42142552021927,test
134,35.06820422018496,-91.85189575855033,test
135,33.079813548603944,-93.57459233074889,train
136,36.35495724634506,-90.96451762887948,test
137,34.68806202930015,-91.23373491754849,test
138,35.739573295376005,-92.8199360444618,test
139,33.28955499972854,-94.38991304694056,train
140,34.70330415793356,-94.58091249121642,test
141,34.717474480240824,-90.51779737085796,test
142,36.28239259241244,-93.02185991305143,test
143,35.001048183316264,-93.93528360392865,train
144,34.65721290369934,-92.04280040596998,test
145,33.93441482082163,-90.0434585202463,test
146,34.16049149069893,-94.57785010332368,test
147,34.82235340865038,-94.34096660283822,test
148,34.53619011106766,-92.5472866850522,val
149,33.07564227958115,-91.26044944342733,test
150,35.892021734680256,-92.25378071992776,test
151,36.13656270143918,-90.15918426082695,test
152,33.49087181149514,-94.40089975897874,train
153,34.93912650238667,-92.9294998778706,test
154,33.38001509397405,-92.87380098973806,test
155,35.35284032563934,-92.92956768684789,test
156,33.984318243436526,-92.19620101674676,test
157,35.307979221421654,-90.6908320853828,test
158,35.54448115000409,-93.04012339647801,test
159,35.6902662217118,-90.91991846303796,test
160,33.37709331084564,-93.89206660774302,train
161,36.20604145798163,-91.83319746749928,test
162,33.805748968132086,-92.75581251244225,test
163,33.13094394661663,-91.94012231259101,train
164,34.94198364287019,-94.08448374064993,test
165,34.29822799351854,-89.8812896515983,test
166,35.904264100963445,-90.11611583949517,test
167,35.828880152225054,-90.51281036767558,test
168,34.109986124879505,-90.18286936776138,test
169,36.33514788274411,-93.89096128519802,test
170,34.01821243349042,-92.11650278809226,test
171,34.802699952311,-93.03999148098008,test
172,33.89587781698661,-90.20969187171833,test
173,36.276152495171374,-93.67849471797766,test
174,33.57612736153706,-93.5268715849444,train
175,33.157187167873154,-91.2070291519156,test
176,34.52283971001063,-94.17816869433429,test
177,36.47331447419543,-90.9801351307243,test
178,36.1208704318922,-93.28740737707882,test
179,35.62012806809932,-91.33515123462229,test
180,36.11777371807484,-90.28100220178753,test
181,36.12706323894252,-91.59023147502211,test
182,34.816004261352575,-93.56296184556804,test
183,34.105751681407774,-94.3756473380701,train
184,35.70204351238846,-94.39826856067553,test
185,35.31581442108716,-94.17860494639038,test
186,34.30780205105798,-91.73830497502551,test
187,33.3306333382153,-92.88935726541797,test
188,35.61376363972159,-93.4117583223424,test
189,33.91861180573002,-93.53004640774796,train
